DATE,CODE,PUBLISHER,TITLE,COST
03/08/23,JAN230405,DARK HORSE COMICS,Clear #1 (Of 3)(Cover B Francis Manapul),$5.99
03/08/23,JAN230406,DARK HORSE COMICS,Clear #1 (Of 3)(Cover C Francis Manapul),$5.99
03/08/23,JAN230407,DARK HORSE COMICS,Clear #1 (Of 3)(Cover D Francis Manapul),$5.99
03/08/23,JAN230408,DARK HORSE COMICS,Clear #1 (Of 3)(Cover E Francis Manapul Foil Variant),$5.99
03/08/23,JAN230409,DARK HORSE COMICS,Clear #1 (Of 3)(Cover F Christian Ward),AR
03/08/23,JAN230410,DARK HORSE COMICS,Clear #1 (Of 3)(Cover G Mike Del Mundo),AR
03/08/23,JAN230411,DARK HORSE COMICS,Clear #1 (Of 3)(Cover H Cliff Chiang Reveal Variant),$5.99
03/08/23,NOV220440,DARK HORSE COMICS,Snow Angels Library Edition HC,$49.99
03/08/23,JAN230474,DARK HORSE COMICS,Space Job #2 (Of 4)(Cover A Alvaro Sarraseca),$3.99
03/08/23,NOV220480,DARK HORSE COMICS,Stephen McCranie's Space Boy Volume 15 TP,$12.99
03/08/23,0123DC001,DC COMICS,Adventures Of Superman Jon Kent #1 (Of 6)(Cover A Clayton Henry),$3.99
03/08/23,0123DC002,DC COMICS,Adventures Of Superman Jon Kent #1 (Of 6)(Cover B Zu Orzu Card Stock Variant),$4.99
03/08/23,0123DC003,DC COMICS,Adventures Of Superman Jon Kent #1 (Of 6)(Cover C Rafael Sarmento Card Stock Variant),$4.99
03/08/23,0123DC004,DC COMICS,Adventures Of Superman Jon Kent #1 (Of 6)(Cover D Yasmin Flores Montanez Card Stock Variant),$4.99
03/08/23,0123DC005,DC COMICS,Adventures Of Superman Jon Kent #1 (Of 6)(Cover E Al Kaplan Card Stock Variant),$4.99
03/08/23,0123DC006,DC COMICS,Adventures Of Superman Jon Kent #1 (Of 6)(Cover F Clayton Henry Card Stock Variant),$4.99
03/08/23,0123DC007,DC COMICS,Adventures Of Superman Jon Kent #1 (Of 6)(Cover G Megan Huang Card Stock Variant),$4.99
03/08/23,0123DC008,DC COMICS,Adventures Of Superman Jon Kent #1 (Of 6)(Cover H Lee Weeks Shazam Fury Of The Gods Movie Card Stock Variant),$4.99
03/08/23,0123DC009,DC COMICS,Adventures Of Superman Jon Kent #1 (Of 6)(Cover I Jordi Tarragona Card Stock Variant),AR
03/08/23,0123DC010,DC COMICS,Adventures Of Superman Jon Kent #1 (Of 6)(Cover J Clayton Henry Foil Variant),AR
03/08/23,0123DC011,DC COMICS,Adventures Of Superman Jon Kent #1 (Of 6)(Cover K Dan Mora Design Spot Gloss Variant),AR
03/08/23,1122DC207,DC COMICS,Batgirls Volume 2 Bat Girl Summer TP,$19.99
03/08/23,0123DC051,DC COMICS,Batman #133 (Cover A Jorge Jimenez),$4.99
03/08/23,0123DC052,DC COMICS,Batman #133 (Cover B Joe Quesada Card Stock Variant),$5.99
03/08/23,0123DC053,DC COMICS,Batman #133 (Cover C Stanley Artgerm Lau Card Stock Variant),$5.99
03/08/23,0123DC054,DC COMICS,Batman #133 (Cover D Derrick Chew Card Stock Variant),AR
03/08/23,0123DC055,DC COMICS,Batman #133 (Cover E Stanley Artgerm Lau Foil Variant),AR
03/08/23,0123DC123,DC COMICS,Batman #357 (Facsimile Edition)(Cover A Ed Hannigan & Dick Giordano),$3.99
03/08/23,0123DC124,DC COMICS,Batman #357 (Facsimile Edition)(Cover B Ed Hannigan & Dick Giordano Special Foil Variant),$4.99
03/08/23,0123DC125,DC COMICS,Batman #357 (Facsimile Edition)(Cover C Blank Variant),$4.99
03/08/23,0123DC062,DC COMICS,Batman And The Joker The Deadly Duo #5 (Of 7)(Cover A Marc Silvestri),$4.99
03/08/23,0123DC063,DC COMICS,Batman And The Joker The Deadly Duo #5 (Of 7)(Cover B Whilce Portacio Batman Variant),$4.99
03/08/23,0123DC064,DC COMICS,Batman And The Joker The Deadly Duo #5 (Of 7)(Cover C Whilce Portacio Joker Variant),$4.99
03/08/23,0123DC065,DC COMICS,Batman And The Joker The Deadly Duo #5 (Of 7)(Cover D Gary Frank),AR
03/08/23,0123DC066,DC COMICS,Batman And The Joker The Deadly Duo #5 (Of 7)(Cover E Marc Silvestri),AR
03/08/23,0123DC067,DC COMICS,Batman And The Joker The Deadly Duo #5 (Of 7)(Cover F Daniel Warren Johnson),AR
03/08/23,1122DC136,DC COMICS,Batman Superman World's Finest Volume 1 The Devil Nezha HC,$24.99
03/08/23,1122DC212,DC COMICS,Blue Beetle Jaime Reyes Volume 2 TP,$16.99
03/08/23,0123DC082,DC COMICS,Flash #794 (Cover A Taurin Clarke)(One-Minute War),$3.99
03/08/23,0123DC083,DC COMICS,Flash #794 (Cover B Marco Dalfonso Card Stock Variant)(One-Minute War),$4.99
03/08/23,0123DC084,DC COMICS,Flash #794 (Cover C George Kambadais Card Stock Variant)(One-Minute War),$4.99
03/08/23,0123DC085,DC COMICS,Flash #794 (Cover D Jerry Ordway & Alex Sinclair Shazam Fury Of The Gods Movie Card Stock Variant)(One-Minute War),$4.99
03/08/23,0123DC086,DC COMICS,Flash #794 (Cover E Eleonora Carlini Card Stock Variant)(One-Minute War),AR
03/08/23,0123DC087,DC COMICS,Flash #794 (Cover F Taurin Clarke Foil Variant)(One-Minute War),AR
03/08/23,1222DC832,DC COMICS,Flash One-Minute War Start The Clock #1 (One Shot)(Cover A Roger Cruz/Wellington Dias/Luis Guerrero),$5.99
03/08/23,0123DC194,DC COMICS,Joker The Man Who Stopped Laughing #6 (Cover A Carmine Di Giandomenico),$5.99
03/08/23,0123DC195,DC COMICS,Joker The Man Who Stopped Laughing #6 (Cover B Lee Bermejo),$5.99
03/08/23,0123DC196,DC COMICS,Joker The Man Who Stopped Laughing #6 (Cover C Kendrick Kunkka Lim),$5.99
03/08/23,0123DC197,DC COMICS,Joker The Man Who Stopped Laughing #6 (Cover D Jeff Spokes),AR
03/08/23,0123DC174,DC COMICS,Monkey Prince #12 (Cover A Bernard Chang),$3.99
03/08/23,0123DC175,DC COMICS,Monkey Prince #12 (Cover B InHyuk Lee Card Stock Variant),$4.99
03/08/23,0123DC176,DC COMICS,Monkey Prince #12 (Cover C Bernard Chang Card Stock Variant),AR
03/08/23,1122DC133,DC COMICS,Nice House On The Lake Volume 2 TP,$19.99
03/08/23,1222DC845,DC COMICS,Nightwing #100 (2nd Printing Cover A Bruno Redondo),$6.99
03/08/23,1222DC846,DC COMICS,Nightwing #100 (2nd Printing Cover B Dan Mora Card Stock Variant),AR
03/08/23,0123DC181,DC COMICS,Poison Ivy #10 (Cover A Jessica Fong),$3.99
03/08/23,0123DC182,DC COMICS,Poison Ivy #10 (Cover B Jenny Frison Card Stock Variant),$4.99
03/08/23,0123DC183,DC COMICS,Poison Ivy #10 (Cover C Joshua Middleton Card Stock Variant),$4.99
03/08/23,0123DC816,DC COMICS,Poison Ivy #10 (Cover F Skylar Patridge International Women's Day Card Stock Variant),AR
03/08/23,0123DC105,DC COMICS,Static Shadows Of Dakota #2 (Of 6)(Cover A Nikolas Draper-Ivey),$3.99
03/08/23,0123DC106,DC COMICS,Static Shadows Of Dakota #2 (Of 6)(Cover B Paris Alleyne Card Stock Variant),$4.99
03/08/23,0123DC107,DC COMICS,Static Shadows Of Dakota #2 (Of 6)(Cover C Sanford Greene Card Stock Variant),AR
03/08/23,1122DC137,DC COMICS,Teen Titans Robin TP,$16.99
03/08/23,JAN231453,DISNEY EDITIONS,Story Of Disney 100 Years Of Wonder HC,$60.00
03/08/23,JAN231454,DISNEY LUCASFILM PRESS,World Of Reading Level 2 Star Wars The Battle Of Endor SC,$4.99
03/08/23,JAN231456,DK PUBLISHING,Pokemon Ash's Atlas SC,$14.99
03/08/23,DEC221284,DYNAMIC FORCES,Marvel Comics Blank Variant (Mariano Nicieza & Joe Delbeato Signed & Remarked Edition),AR
03/08/23,DEC220581,DYNAMITE ENTERTAINMENT,Barbarella The Center Cannot Hold #1 (Cover Q Derrick Chew Virgin Variant),AR
03/08/23,DEC220582,DYNAMITE ENTERTAINMENT,Barbarella The Center Cannot Hold #1 (Cover R Madibek Musabekov Virgin Variant),AR
03/08/23,JAN230712,DYNAMITE ENTERTAINMENT,Cherish #5 (Cover A Stuart Sayger),$3.99
03/08/23,JAN230713,DYNAMITE ENTERTAINMENT,Cherish #5 (Cover B Ben Templesmith),$3.99
03/08/23,JAN230714,DYNAMITE ENTERTAINMENT,Cherish #5 (Cover C Soo Lee),$3.99
03/08/23,JAN230715,DYNAMITE ENTERTAINMENT,Cherish #5 (Cover D Clay McCormack),$3.99
03/08/23,JAN230716,DYNAMITE ENTERTAINMENT,Cherish #5 (Cover E Stuart Sayger Black & White Variant),AR
03/08/23,JAN230717,DYNAMITE ENTERTAINMENT,Cherish #5 (Cover F Clay McCormack Virgin Variant),AR
03/08/23,JAN230718,DYNAMITE ENTERTAINMENT,Cherish #5 (Cover G Soo Lee Virgin Variant),AR
03/08/23,JAN230719,DYNAMITE ENTERTAINMENT,Cherish #5 (Cover H Ben Templesmith Virgin Variant),AR
03/08/23,JAN230636,DYNAMITE ENTERTAINMENT,Darkwing Duck #1 (Facsimile Edition)(Cover D John Blair Moore Gold Foil Logo Variant),AR
03/08/23,JAN230637,DYNAMITE ENTERTAINMENT,Darkwing Duck #1 (Facsimile Edition)(Cover E John Blair Moore Purple Foil Logo Variant),AR
03/08/23,DEC220617,DYNAMITE ENTERTAINMENT,Darkwing Duck #2 (Cover T David Nakayama Virgin Variant),AR
03/08/23,DEC220618,DYNAMITE ENTERTAINMENT,Darkwing Duck #2 (Cover U Mirka Andolfo Virgin Variant),AR
03/08/23,JAN230542,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover A Lesley Leirix Li),$3.99
03/08/23,JAN230543,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover B Joseph Michael Linsner),$3.99
03/08/23,JAN230544,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover C Junggeun Yoon),$3.99
03/08/23,JAN230545,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover D Rebeca Puebla),$3.99
03/08/23,JAN230546,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover E Joshua Sway Swaby),$3.99
03/08/23,JAN230547,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover F Rachel Hollon Cosplay Variant),$3.99
03/08/23,JAN230548,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover G Jade Hope),$3.99
03/08/23,JAN230549,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover H Blank Authentix Variant),$4.99
03/08/23,JAN230550,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover I Joshua Sway Swaby Line Art Variant),AR
03/08/23,JAN230551,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover J Joseph Michael Linsner Line Art Variant),AR
03/08/23,JAN230552,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover K Rachel Hollon Cosplay Virgin Variant),AR
03/08/23,JAN230553,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover L Junggeun Yoon Virgin Variant),AR
03/08/23,JAN230554,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover M Joshua Sway Swaby Virgin Variant,AR
03/08/23,JAN230555,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover N Rebeca Puebla Virgin Variant),AR
03/08/23,DEC229068,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover R Lucio Parrillo),AR
03/08/23,DEC229069,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover S Marc Laming),AR
03/08/23,DEC229070,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover T Emiliana Pinna),AR
03/08/23,DEC229071,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover U Mars Red Blank Authentix Variant),AR
03/08/23,DEC229072,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover V Earth Green Blank Authentix Variant),AR
03/08/23,DEC229073,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover W Lucio Parrillo Ultraviolet Variant),AR
03/08/23,DEC229074,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover X Junggeun Yoon Black & White Variant),AR
03/08/23,DEC229075,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover Y Rebeca Puebla Black & White Variant),AR
03/08/23,DEC229076,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover Z Lesley Leirix Li Black & White Variant),AR
03/08/23,DEC229077,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover ZA Emiliana Pinna Virgin Variant),AR
03/08/23,DEC229078,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover ZB Marc Laming Virgin Variant),AR
03/08/23,DEC229079,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover ZC Lucio Parrillo Virgin Variant),AR
03/08/23,DEC229080,DYNAMITE ENTERTAINMENT,Dejah Thoris Volume 4 #1 (Cover ZD Lucio Parrillo Ultraviolet Virgin Variant),AR
03/08/23,DEC220559,DYNAMITE ENTERTAINMENT,Draculina Blood Simple #1 (Cover R Jay Anacleto Virgin Variant),AR
03/08/23,DEC220560,DYNAMITE ENTERTAINMENT,Draculina Blood Simple #1 (Cover S Joseph Michael Linsner Virgin Variant),AR
03/08/23,DEC220638,DYNAMITE ENTERTAINMENT,Gargoyles #3 (Cover T David Nakayama Virgin Variant),AR
03/08/23,DEC220639,DYNAMITE ENTERTAINMENT,Gargoyles #3 (Cover U Amanda Conner Virgin Variant),AR
03/08/23,DEC220596,DYNAMITE ENTERTAINMENT,Madballs Vs. Garbage Pail Kids Time Again Slime Again #1 (Cover I Joe Simko Metal Premium Variant),AR
03/08/23,JAN230701,DYNAMITE ENTERTAINMENT,Purgatori Must Die #3 (Cover O Collette Turner Virgin Variant),AR
03/08/23,NOV220722,DYNAMITE ENTERTAINMENT,Unbreakable Red Sonja #4 (Cover L Lucio Parrillo Virgin Variant),AR
03/08/23,DEC220721,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #10 (Cover K Lucio Parrillo Virgin Variant),AR
03/08/23,DEC220722,DYNAMITE ENTERTAINMENT,Vampirella Strikes Volume 2 #10 (Cover L Junggeun Yoon Virgin Variant),AR
03/08/23,JAN230757,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover A Lucio Parrillo),$4.99
03/08/23,JAN230758,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover B Joseph Michael Linsner),$4.99
03/08/23,JAN230759,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover C Steve Beach),$4.99
03/08/23,JAN230760,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover D Drew Moss),$4.99
03/08/23,JAN230761,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover E Rachel Hollon Cosplay Variant),$4.99
03/08/23,JAN230762,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover F Lucio Parrillo Tinted Variant),AR
03/08/23,JAN230763,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover G Rachel Hollon Cosplay Virgin Variant),AR
03/08/23,JAN230764,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover H Steve Beach Virgin Variant),AR
03/08/23,JAN230765,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover I Drew Moss Virgin Variant),AR
03/08/23,JAN230766,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover J Joseph Michael Linsner Virgin Variant),AR
03/08/23,DEC229083,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover L Alessandro Ranaldi),AR
03/08/23,DEC229084,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover M Lucio Parrillo Ultraviolet Variant),AR
03/08/23,DEC229085,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover N Steve Beach Black & White Variant),AR
03/08/23,DEC229086,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover O Alessandro Ranaldi Line Art Variant),AR
03/08/23,DEC229087,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover P Joseph Michael Linsner Line Art Variant),AR
03/08/23,DEC229088,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover Q Lucio Parrillo Ultraviolet Virgin Variant),AR
03/08/23,DEC229089,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover R Alessandro Ranaldi Virgin Variant),AR
03/08/23,DEC229090,DYNAMITE ENTERTAINMENT,Vampirella Vs. Red Sonja #5 (Cover S Joseph Michael Linsner Fiery Red Line Art Variant),AR
03/08/23,DEC221320,FAIRSQUARE COMICS,Photonik Man Of Light #1 (Cover A Ciro Tota),$12.99
03/08/23,DEC221321,FAIRSQUARE COMICS,Photonik Man Of Light #1 (Cover B Stéphane Roux),$12.99
03/08/23,DEC221322,FAIRSQUARE COMICS,Photonik Man Of Light #1 (Cover C Ivan Fiorelli),$12.99
03/08/23,JAN232229,FAKKU,Working Overtime GN (adult),$19.95
03/08/23,MAR228986,GHOST SHIP,World's End Harem Fantasia Academy Volume 2 GN,$13.99
03/08/23,JAN231565,GRAPHIC UNIVERSE,Green Girls GN,$14.99
03/08/23,JAN231585,HUMANOIDS,Young Katherine Johnson HC,$14.99
03/08/23,9781684059119,IDW PUBLISHING,Dungeons And Dragons Honor Among Thieves The Feast Of The Moon Official Movie Prequel GN,$14.99
03/08/23,9781684059577,IDW PUBLISHING,Genius Illustrated The Life And Art Of Alex Toth TP,$34.99
03/08/23,82771403136200111,IDW PUBLISHING,Godzilla Rivals Mothra Vs. Titanosaurus #1 (Cover A FerioWind),$7.99
03/08/23,82771403136200121,IDW PUBLISHING,Godzilla Rivals Mothra Vs. Titanosaurus #1 (Cover B Sophie Campbell),$7.99
03/08/23,82771403136200131,IDW PUBLISHING,Godzilla Rivals Mothra Vs. Titanosaurus #1 (Cover C G. Romero-Johnston),AR
03/08/23,82771403089100511,IDW PUBLISHING,Teenage Mutant Ninja Turtles The Armageddon Game The Alliance #5 (Cover A Roi Mercado),$3.99
03/08/23,82771403089100521,IDW PUBLISHING,Teenage Mutant Ninja Turtles The Armageddon Game The Alliance #5 (Cover B Pablo Verdugo),$3.99
03/08/23,82771403089100531,IDW PUBLISHING,Teenage Mutant Ninja Turtles The Armageddon Game The Alliance #5 (Cover C Mateus Santolouco),AR
03/08/23,JAN230073,IMAGE COMICS,A.R.C. #1 (One Shot)(Cover A Stjepan Sejic),$4.99
03/08/23,JAN230196,IMAGE COMICS,Almighty #2 (Cover A Edward Laroche),$3.99
03/08/23,JAN230204,IMAGE COMICS,Blood Tree #2 (Cover A Christian Alamy),$3.99
03/08/23,JAN230205,IMAGE COMICS,Gospel #5 (Of 5)(Cover A Ver),$3.99
03/08/23,NOV220273,IMAGE COMICS,Rogue Sun #11 (Cover A Luana Vecchio)(Massive-Verse),$3.99
03/08/23,NOV220274,IMAGE COMICS,Rogue Sun #11 (Cover B Paris Alleyne)(Massive-Verse),AR
03/08/23,DEC220300,IMAGE COMICS,Spawn #339 (Cover A Simone Bianchi),$2.99
03/08/23,DEC220301,IMAGE COMICS,Spawn #339 (Cover B Kevin Keane),$2.99
03/08/23,NOV228349,IMAGE COMICS,Spawn #339 (Cover C Blank Variant),$2.99
03/08/23,JAN230070,IMAGE COMICS,Stoneheart #1 (Cover A Emma Kubert),$3.99
03/08/23,JAN230279,IMAGE COMICS,Two Graves #5 (Cover A Ming Doyle),$3.99
03/08/23,JAN230280,IMAGE COMICS,Two Graves #5 (Cover B Annie Wu),$3.99
03/08/23,JAN231660,INSIGHT EDITIONS,Star Wars The High Republic Chronicles Of The Jedi An Illustrated Guide To The Galaxy's Golden Age HC,$45.00
03/08/23,JAN232238,J-NOVEL CLUB,Marginal Operation Volume 13 GN,$14.99
03/08/23,MAY229410,KODANSHA COMICS,Am I Actually The Strongest Volume 1 GN,$12.99
03/08/23,SEP222231,KODANSHA COMICS,As A Reincarnated Aristocrat I'll Use My Appraisal Skill To Rise In The World Volume 4 GN,$10.99
03/08/23,SEP222237,KODANSHA COMICS,I Was Reincarnated As The 7th Prince So I Can Take My Time Perfecting My Magical Ability Volume 4 GN,$12.99
03/08/23,JUL222264,KODANSHA COMICS,Magus Of The Library Volume 6 GN,$12.99
03/08/23,JUN222233,KODANSHA COMICS,Shaman King Omnibus Volume 12 TP,$17.99
03/08/23,JAN231689,LITTLE BROWN BOOK FOR YOUNG READERS,Song Of The Sea GN,$14.99
03/08/23,JAN231690,LITTLE BROWN BOOK FOR YOUNG READERS,Song Of The Sea HC,$24.99
03/08/23,JAN231691,LITTLE BROWN BOOK FOR YOUNG READERS,Star Wars Hunters Battle For The Arena HC,$14.99
03/08/23,JAN231692,LITTLE BROWN BOOK FOR YOUNG READERS,Waffles And Pancake Volume 3 Failure To Lunch GN,$12.99
03/08/23,JAN231706,MAD CAVE STUDIOS,Tales From Nottingham #2,$3.99
03/08/23,FEB231590,MARRS MEDIA,Rue Morgue Magazine #211 (March/April 2023)(not verified by Diamond Distribution),$13.95
03/08/23,75960620200302111,MARVEL COMICS,Amazing Spider-Man #21 (Cover A John Romita Jr.),$3.99
03/08/23,75960620200302151,MARVEL COMICS,Amazing Spider-Man #21 (Cover B Dustin Weaver),AR
03/08/23,75960620200302121,MARVEL COMICS,Amazing Spider-Man #21 (Cover C Jan Bazaldua Stormbreakers Variant),AR
03/08/23,75960620200302141,MARVEL COMICS,Amazing Spider-Man #21 (Cover D Vitale Mangiatordi Disney100 Hulk Variant),AR
03/08/23,75960620200302131,MARVEL COMICS,Amazing Spider-Man #21 (Cover E Vitale Mangiatordi Disney100 Hulk Black And White Variant),AR
03/08/23,9781302950392,MARVEL COMICS,Amazing Spider-Man Epic Collection Volume 4 The Goblin Lives TP,$44.99
03/08/23,75960608857706611,MARVEL COMICS,Avengers #66 (Cover A Javier Garron),$3.99
03/08/23,75960608857706651,MARVEL COMICS,Avengers #66 (Cover B Alex Ross Timeless Ultron Virgin Sketch Variant),AR
03/08/23,75960608857706641,MARVEL COMICS,Avengers #66 (Cover C Alex Ross Timeless Ultron Virgin Variant),AR
03/08/23,75960608857706631,MARVEL COMICS,Avengers #66 (Cover D Daniel Hainsworth Connecting Wraparound Variant),AR
03/08/23,75960608857706621,MARVEL COMICS,Avengers #66 (Cover E Stefano Caselli Past Future Avengers Assemble Connect Variant),AR
03/08/23,75960608857706661,MARVEL COMICS,Avengers #66 (Cover F Federico Vicentini Stormbreaker Variant),AR
03/08/23,75960620042901511,MARVEL COMICS,Black Panther #15 (Cover A Alex Ross),$3.99
03/08/23,75960620042901521,MARVEL COMICS,Black Panther #15 (Cover B German Peralta),AR
03/08/23,75960620042901531,MARVEL COMICS,Black Panther #15 (Cover C Ken Lashley Infinity Saga Phase 3 Variant),AR
03/08/23,75960609771500211,MARVEL COMICS,Bloodline Daughter Of Blade #2 (Cover A Karen Darboe),$3.99
03/08/23,75960609771500231,MARVEL COMICS,Bloodline Daughter Of Blade #2 (Cover B Betsy Cola),AR
03/08/23,75960609771500241,MARVEL COMICS,Bloodline Daughter Of Blade #2 (Cover C Peach Momoko Women's History Month Variant),AR
03/08/23,75960609771500221,MARVEL COMICS,Bloodline Daughter Of Blade #2 (Cover D Ivan Tao),AR
03/08/23,75960609771500216,MARVEL COMICS,Bloodline Daughter Of Blade #2 (Cover E Ivan Tao Virgin Variant),AR
03/08/23,75960620289800511,MARVEL COMICS,Fantastic Four #5 (Cover A Alex Ross),$3.99
03/08/23,75960620289800551,MARVEL COMICS,Fantastic Four #5 (Cover B Alex Ross Solo Variant),AR
03/08/23,75960620289800541,MARVEL COMICS,Fantastic Four #5 (Cover C Chris Bachalo),AR
03/08/23,75960620289800521,MARVEL COMICS,Fantastic Four #5 (Cover D Alex Ross Timeless Super Skrull Virgin Variant),AR
03/08/23,75960620289800531,MARVEL COMICS,Fantastic Four #5 (Cover E Alex Ross Timeless Super Skrull Virgin Sketch Variant),AR
03/08/23,9781302932190,MARVEL COMICS,Gambit Thick As Thieves TP,$15.99
03/08/23,75960620450200411,MARVEL COMICS,Mary Jane And Black Cat #4 (Of 5)(Cover A Paolo Siqueira),$3.99
03/08/23,75960620450200441,MARVEL COMICS,Mary Jane And Black Cat #4 (Of 5)(Cover B Russell Dauterman),AR
03/08/23,75960620450200421,MARVEL COMICS,Mary Jane And Black Cat #4 (Of 5)(Cover C Alex Ross Black Cat Virgin Variant),AR
03/08/23,75960620450200431,MARVEL COMICS,Mary Jane And Black Cat #4 (Of 5)(Cover D Alex Ross Black Cat Virgin Sketch Variant),AR
03/08/23,9781302948924,MARVEL COMICS,Mighty Marvel Masterworks Daredevil Volume 2 Alone Against The Underworld TP (Jack Kirby Direct Market Cover),$15.99
03/08/23,9781302948917,MARVEL COMICS,Mighty Marvel Masterworks Daredevil Volume 2 Alone Against The Underworld TP (Leonardo Romero Book Market Cover),$15.99
03/08/23,75960620137202111,MARVEL COMICS,Moon Knight #21 (Cover A Stephen Segovia),$3.99
03/08/23,75960620137202121,MARVEL COMICS,Moon Knight #21 (Cover B Alex Horley),AR
03/08/23,75960620609400111,MARVEL COMICS,New Mutants Lethal Legion #1 (Of 5)(Cover A Javier Fernandez),$3.99
03/08/23,75960620609400141,MARVEL COMICS,New Mutants Lethal Legion #1 (Of 5)(Cover B Nao Fuji),AR
03/08/23,75960620609400151,MARVEL COMICS,New Mutants Lethal Legion #1 (Of 5)(Cover C Paulina Ganucheau),AR
03/08/23,75960620609400131,MARVEL COMICS,New Mutants Lethal Legion #1 (Of 5)(Cover D Greg Land),AR
03/08/23,75960620609400121,MARVEL COMICS,New Mutants Lethal Legion #1 (Of 5)(Cover E Luana Vecchio Planet Of The Apes Variant),AR
03/08/23,75960620520200211,MARVEL COMICS,Nightcrawlers #2 (Of 3)(Cover A Leinil Francis Yu),$3.99
03/08/23,75960620520200241,MARVEL COMICS,Nightcrawlers #2 (Of 3)(Cover B Arthur Adams),AR
03/08/23,75960620520200231,MARVEL COMICS,Nightcrawlers #2 (Of 3)(Cover C Todd Nauck Sins Of Sinister March Connecting Variant),AR
03/08/23,75960620520200221,MARVEL COMICS,Nightcrawlers #2 (Of 3)(Cover D Jonah Lobe Marvel Anatomy Variant),AR
03/08/23,75960620626100111,MARVEL COMICS,Predator #1 (Cover A Giuseppe Camuncoli),$4.99
03/08/23,75960620626100121,MARVEL COMICS,Predator #1 (Cover B Bjorn Barends),AR
03/08/23,75960620626100141,MARVEL COMICS,Predator #1 (Cover C Jen Bartel),AR
03/08/23,75960620626100131,MARVEL COMICS,Predator #1 (Cover D Paolo Siqueira),AR
03/08/23,75960620235500311,MARVEL COMICS,Scarlet Witch #3 (Cover A Russell Dauterman),$3.99
03/08/23,75960620235500341,MARVEL COMICS,Scarlet Witch #3 (Cover B David Nakayama MCU Variant),AR
03/08/23,75960620235500351,MARVEL COMICS,Scarlet Witch #3 (Cover C Nabetse Zitro),AR
03/08/23,75960620235500321,MARVEL COMICS,Scarlet Witch #3 (Cover D Alex Ross Timeless Mephisto Virgin Variant),AR
